회계년도	종목검색
연번	종목명	1Q	2Q	3Q	4Q	합계	종가	배당수익률 ▼
101	한국타이어앤테크놀로지				550	550	33,550	1.63
102	GKL		130		529	659	19,450	3.38
103	한세실업				500	500	17,300	2.89
104	NH투자증권				500	500	12,700	3.93
105	HDC현대산업개발				500	500	25,650	1.94
106	세방전지				500	500	37,300	1.34
107	한미약품				500	500	296,500	0.16
108	율촌화학				500	500	14,000	3.57
109	동원시스템즈				500	500	29,400	1.70
110	씨에스윈드				460	460	38,000	1.21
111	한섬				450	450	31,550	1.42
112	SK케미칼				450	450	64,000	0.70
113	DGB금융지주				410	410	7,120	5.75
114	하나투어		600		400	1,000	51,100	1.95
115	풍산				400	400	23,800	1.68
116	한국항공우주				400	400	34,050	1.17
117	에스엘				400	400	18,150	2.20
118	LG유플러스				400	400	14,200	2.81
119	영원무역				400	400	34,250	1.16
120	포스코퓨처엠				400	400	49,250	0.81
121	한국가스공사				380	380	37,850	1.00
122	NAVER				376	376	186,500	0.20
123	BNK금융지주				360	360	7,660	4.69
124	삼성전자	354	354	354	354	1,416	55,800	2.53
125	현대미포조선				350	350	46,050	0.76
126	더블유게임즈				350	350	49,850	0.70
127	DB하이텍				350	350	27,600	1.26
128	호텔신라				350	350	90,800	0.38
129	한국앤컴퍼니				350	350	14,400	2.43
130	한국콜마				330	330	47,250	0.69
131	녹십자홀딩스				325	325	22,250	1.46
132	PI첨단소재				315	315	35,000	0.90
133	한화시스템				310	310	10,350	2.99
134	한전기술				310	310	20,050	1.54
135	JB금융지주				300	300	5,490	5.46
136	아모레G				300	300	82,700	0.36
137	LG이노텍				300	300	140,000	0.21
138	LX인터내셔널				300	300	15,050	1.99
139	미래에셋증권				260	260	7,550	3.44
140	한진칼				255	255	40,000	0.63
141	휠라홀딩스				229	229	53,000	0.43
142	한화솔루션				200	200	18,850	1.06
143	한미사이언스				200	200	38,350	0.52
144	카카오				127	127	153,500	0.08
145	SK네트웍스				120	120	5,940	2.02
146	쌍용C&E	100	100	110	110	420	5,670	7.40
147	S-Oil		100		100	200	95,300	0.20
148	대웅				100	100	12,950	0.77
149	보령				100	100	16,600	0.60
150	한온시스템	80	80	80	80	320	11,150	2.86
151	롯데에너지머티리얼즈				50	50	42,750	0.11
152	한화생명				30	30	2,310	1.29
153	후성				15	15	8,170	0.18
154	코웨이	800	800	800		2,400	93,100	2.57
155	대우건설						4,740	
156	두산에너빌리티						5,720	
157	HMM						3,550	
158	셀트리온						181,000	
159	삼성엔지니어링						19,200	
160	카카오뱅크							
161	SK아이이테크놀로지							
162	코스모화학						6,120	
163	CJ대한통운						155,000	
164	대한항공						28,500	
165	HD현대인프라코어						5,550	
166	팬오션						4,545	
167	KG스틸						7,800	
168	DL이앤씨							
169	일진하이솔루스							
170	OCI홀딩스						62,600	
171	카카오페이							
172	HD현대중공업							
173	금호타이어						4,195	
174	케이카							
175	에스디바이오센서							
176	크래프톤							
177	금양						2,400	
178	F&F							
179	SK바이오팜							
180	두산퓨얼셀						8,760	
181	현대로템						15,600	
182	하이브							
183	롯데관광개발						14,300	
184	대한전선						616	
185	LG에너지솔루션							
186	한화오션						27,850	
187	LG디스플레이						16,250	
188	한국전력						27,800	
189	신풍제약						7,240	
190	아시아나항공						5,400	
191	한올바이오파마						36,300	
192	한화에어로스페이스						35,050	
193	효성첨단소재						111,000	
194	SK스퀘어							
195	HD한국조선해양						126,500	
196	넷마블						92,400	
197	삼성바이오로직스						433,000	
198	명신산업							
199	삼성중공업						7,270	
200	SK바이오사이언스							
합계	4634.000000	13464.000000	4644.000000	259501.000000	282243.000000	17794666.000000	1.586110	
