Date,175330,316140,024110,138930,139130,001120,029780,267250,005940,086790,003410,005830,017670,000810,004800,001450,010950,381970,004000,006360,011200,105560,294870,000270,032640,055550,030200,078930,033780,016360,069260,030000,300720,004990,057050,081660,000240,005380,001800,298050,018880,047050,005490,071050,011780,032830,012750,051600,002380,241560,003550,096770,000080,001680,023530,026960,039490,010130,000990,086280,137310,006800,004020,003490,111770,105630,120110,001740,010060,042670,001040,103140,375500,000880,298020,020000,178920,034730,005850,005930,028670,018260,161390,000150,284740,272210,021240,006260,069960,139480,285130,031430,016380,028260,012330,011170,010120,282330,007310,005300,280360,009240,005250,017800,000720,004170,000210,051910,000670,011070,079550,000660,009150,007070,013890,035250,036570,014820,097950,011210,004490,004370,012450,006280,192080,011790,204320,185750,161890,014680,383220,003230,003850,066570,271560,112610,000100,008730,008930,002790,006650,020150,051900,000120,052690,035420,047810,090430,003090,180640,069620,323410,138040,008770,068270,003240,093370,006400,128940,003670,035720,251270,001440,207940,402340,271940,326030,377300,005420,032350,009420,020560,009830,019170,028050,010620,039130,036460,010780,336260,373220,001570,352820,073240,009900,042660,329180,302440,114090,034020,015760,047040,361610,192820,034220,009540,064350,259960,010140,088350
2022-01-03,8260,12800,10350,8390,9330,26400,31300,53600,12200,42350,7690,54000,57200,204500,93000,23450,85900,32350,73000,40050,27300,55300,23700,82600,13650,37250,30350,39400,79000,44200,22800,22450,21000,29850,62900,35850,15550,210500,15750,574000,13450,22500,280000,79800,167000,64500,73800,38500,309000,40600,81000,244020,30250,23050,86400,30550,107000,510000,76900,172500,54400,8550,41550,29500,44150,21900,71500,4960,82247,6990,84000,31700,61345,31450,524000,35950,54800,255500,31600,78600,5570,156500,40950,123000,38600,16850,73400,54500,74700,150500,148500,29100,10750,117500,256500,206694,55600,143500,451500,131000,120000,93300,27500,41150,46150,253000,61400,618000,653000,370500,69100,128500,194500,30200,70972,24200,667000,50300,379500,80500,76000,316000,49600,224000,59200,169500,62900,104550,40200,297500,189000,96300,14700,139500,104000,65200,60648,27450,54485,45000,180500,131500,1104000,129000,88200,376000,32900,168000,31050,62200,151500,59100,45500,78200,191210,1029000,22750,650000,279894,143500,114500,127500,17130,900338,66500,54800,98400,176500,13854,17750,21550,20050,44352,32150,22900,70000,73263,38350,45350,48000,,4980,350500,4505,29800,22950,97600,229500,13200,20950,22350,5870,164500,87300,24700,94000,21250,460000,5680,2920
2022-01-04,8370,13000,10400,8470,9390,27000,31200,54900,12200,42700,7900,57000,57200,207000,92600,24050,90200,32500,74800,41500,27300,56400,24650,83500,13500,37600,30100,39550,78400,44450,23100,22200,22150,29800,62700,35300,15700,210000,15750,578000,13650,23350,286500,79700,166500,64800,72600,37600,387500,41650,82400,249431,30300,22800,88400,30150,107000,511000,76800,173000,56300,8560,42950,29100,44600,22050,71800,4940,84631,7160,84000,32500,62847,31300,530000,36300,54200,256000,31700,78700,5580,156500,40200,121000,38900,17050,73100,55000,74800,150500,146500,29100,11500,117500,255500,209551,55700,142000,453000,132500,120500,91600,27150,40850,46550,254500,63800,644000,666000,349000,70900,128500,192000,30050,69603,23950,657000,50000,379500,80700,75100,311500,50400,220000,58700,170000,64900,104073,40000,293000,183800,96300,14700,142000,102500,66000,59500,26650,53405,44850,184500,128500,1102000,129000,84400,365500,33000,166500,30900,60400,147500,57300,48000,77700,187357,1097000,23400,649000,273020,142000,111500,123000,17080,877607,70000,54600,97400,169000,13940,17500,21200,19750,44477,31000,23200,76100,72481,38250,45750,47650,,4970,337500,4510,29850,23550,101500,223500,13250,20650,22000,5980,158500,87600,25800,98700,21300,444000,5740,3050
2022-01-05,8390,13050,10450,8550,9480,26350,31800,55500,12150,43000,8250,59300,58300,210500,93500,24950,90200,30700,74500,42700,27450,56600,24550,85900,13600,37500,30800,39550,78500,44200,23000,22700,26000,29650,62600,35250,15550,213500,15650,572000,13500,23200,295500,78900,166500,65700,72300,36800,389000,42700,81400,246971,29900,22800,87400,29900,106000,503000,74400,173000,56900,8490,44400,28900,46050,22150,70800,4865,83042,7280,82900,32250,63098,31000,551000,36100,52800,251500,32250,77400,5610,153000,39900,123000,39450,16850,72500,54000,73900,149500,144500,28400,11750,117500,257000,209075,55100,139500,448000,131000,122000,90300,26550,41050,46700,253500,64600,664000,656000,347000,67600,125500,190000,29750,68691,24000,625000,52400,378000,81600,73000,309500,50900,210500,57100,163500,65900,101686,39050,288000,181800,95200,14400,138500,102500,63700,58448,25700,51736,43800,187000,123500,1075000,126500,78600,355000,32550,162000,30100,58500,144500,55600,47000,76900,180614,1123000,22100,648000,267618,138000,105500,118000,16750,850923,67600,53700,95400,158000,13424,17300,20500,19500,43666,29700,23150,79800,71798,37950,44450,47600,,4970,314000,4510,29700,23600,104000,216500,13050,20750,21800,5980,152500,84900,24300,98400,21350,417000,5780,3150
2022-01-06,8340,12850,10350,8480,9440,26000,31450,54800,11750,43200,8110,60300,57900,212000,91200,25300,92400,29650,72600,43750,26300,55800,24850,85600,13350,37300,30250,40050,78700,42500,22600,22450,25700,29400,63500,33850,15200,214000,15450,550000,13400,23050,304500,76800,162000,65400,73000,36050,387500,43100,80800,243528,30450,22800,87600,29850,102500,509000,72300,184000,56600,8390,45350,28450,47750,23350,69600,4875,83439,6980,81300,32550,65351,30550,534000,36400,51600,244000,31100,76900,5670,149000,40050,113500,39100,16350,72400,54000,73600,146500,139500,28000,11800,115000,269500,206694,54900,141500,440000,131000,121500,87000,25850,40750,46900,249000,64900,690000,662000,329500,65400,125000,181500,29650,66045,24100,601000,51600,374500,80900,71300,317500,49400,201000,55100,160000,65500,98821,38850,277000,174600,94700,14050,135000,102000,59800,57491,26650,49969,43200,181500,118000,1087000,125500,75300,338500,31950,163500,29350,57900,141000,56000,46800,76900,174353,1120000,22000,642000,256815,134000,100000,112500,16560,828192,61700,52200,92800,152000,12993,17500,19750,19150,42730,28700,24400,81800,72188,37500,44600,44050,,4925,298500,4495,28600,24900,111000,200000,13000,20050,21450,6260,150500,84900,24000,102000,21150,402000,5880,3125
2022-01-07,8340,13100,10350,8560,9490,26100,31550,55500,11950,43450,8100,60600,56400,214500,92300,25450,97300,28950,75500,44350,26400,55700,25000,86700,13550,37650,30250,39700,78400,43000,23200,22450,21950,29300,63500,34100,15250,215000,15400,567000,13250,22850,305000,78800,172000,65800,72600,36100,379000,42750,81600,243036,30750,23150,87700,30150,102000,514000,77900,184000,57000,8470,44900,28600,47300,23250,71600,4865,85823,7010,81900,32450,66102,31150,599000,36200,52200,245500,31800,78300,5640,153000,40200,113500,39450,16850,73400,54500,74300,148500,145500,28100,11600,116500,269500,220982,54900,140000,448500,136000,121500,89000,25750,40850,46850,250000,66200,719000,658000,337000,66200,127000,187500,29850,67779,24550,606000,51600,380500,82000,71400,322000,50100,206500,55600,162000,66100,99299,39300,281000,181600,98500,14150,137500,106000,62600,58161,27150,49969,43500,194000,117500,1104000,127500,77300,338000,33800,160500,29950,58400,143000,55000,49300,77300,175798,1141000,22150,636000,259270,133500,100000,113000,16650,834122,61000,53000,94500,153500,12907,17750,20100,19200,45662,29550,24600,82400,73068,37500,44750,44700,,4965,302500,4490,28900,25200,112000,213000,13250,20250,21650,6170,153500,86700,24150,100500,21400,394500,5880,3155
2022-01-10,8600,13950,10650,8830,9730,25700,31550,55100,11950,45400,8010,64400,56500,222500,92000,26400,96900,28350,74400,44350,26200,57800,25800,83800,13650,38550,30800,39800,78500,42650,23200,22500,22000,29000,63400,33600,15050,209500,15600,549000,12750,22850,304000,80600,175000,67400,73200,36300,368500,42600,80800,242052,30550,23000,86800,30150,102000,514000,78000,181500,55700,8370,44800,28100,48400,23350,70300,4880,83439,7000,81500,32250,66603,31200,601000,36600,51000,244000,30800,78000,5800,152000,39750,115000,39400,17050,74500,54700,73000,149000,145500,26600,11750,115000,262000,219077,55200,139000,463000,137000,123000,86600,25600,40500,45900,233000,66100,710000,660000,331000,65800,124500,181000,29350,67505,24450,614000,52900,385000,78600,69900,323000,51100,205000,55100,160000,62600,98344,38650,273000,173200,96600,13950,130000,107000,62300,57874,26900,49086,42600,193500,111500,956000,126000,78800,335000,33800,152000,29650,58200,144500,51100,48250,74400,180133,1156000,22200,624000,257797,130500,96600,111500,16270,826216,57500,51600,92200,148500,12305,17250,19850,18900,47721,28700,24350,81700,71309,37150,46000,42850,,4875,295500,4520,27900,25550,111500,213000,13250,20550,21500,6230,147000,81600,23800,102500,21550,381500,5900,3325
2022-01-11,8710,14550,10750,8800,9680,26000,31450,53700,11900,46700,8040,63900,56200,214000,90800,26350,94500,28300,73300,43850,25750,60000,25750,84100,13550,39000,30650,39700,79200,42150,22950,22300,22200,28700,63900,32550,14700,210500,15350,531000,12600,22500,300000,78600,165500,66700,72800,35850,370000,42100,79500,237624,30350,22800,85300,30150,101000,517000,78000,178500,56000,8480,44250,28100,47100,22500,67100,4795,81850,6880,80300,32100,65101,30950,546000,35800,50800,239500,30150,78900,5560,151500,39000,111000,38550,16800,73800,54000,73000,146500,147000,26200,11500,114500,257000,209551,54100,137500,452500,137500,123500,88600,25450,39900,44800,239000,65800,734000,663000,326500,66500,128000,181500,29150,65863,24600,604000,51900,383500,77200,68100,316500,50200,207000,54100,155500,61000,98344,38000,269000,176200,94100,13900,130500,105000,60800,58735,26250,49675,41200,188000,108500,948000,126000,77600,335000,33900,153000,29550,57400,141500,49350,49350,74600,189284,1135000,21900,627000,259270,126500,95000,110000,15940,823251,57200,51900,92100,149500,12089,17350,19800,18700,45912,29050,24250,81200,69844,37300,45000,41800,,4800,289000,4515,27900,25150,107000,216500,13050,20550,21500,6160,147000,81700,24350,99900,21550,365000,5870,3320
2022-01-12,8760,14900,10800,8800,9700,26200,31500,54600,12100,46550,7980,64700,56100,218000,91900,26500,96300,33000,74800,43850,26350,61900,20850,85100,13600,39750,30950,40550,79200,42900,23400,22550,21350,29200,64400,33650,15000,211500,15400,543000,12750,23300,305500,82300,170000,67600,73400,36150,375500,43250,82500,260255,31100,22950,87200,30150,103000,535000,82100,178500,54600,8690,45000,28500,46700,22650,68900,4855,82644,6900,82500,32600,65101,31550,547000,36100,52200,249000,30750,78900,5680,154000,40200,116000,38700,16950,76200,55100,74200,148000,152500,26600,11650,117500,262000,211933,54800,138500,453500,141000,124500,88200,26150,40200,45300,246500,66900,773000,672000,344500,68000,128500,184500,29600,67323,24650,616000,54000,383000,78400,71300,321500,50400,210000,54800,160500,61500,100254,38700,278500,177400,95000,14050,137000,106000,62500,59596,25850,50558,42100,189000,113000,949000,127500,79700,345500,33850,155000,30100,57900,141500,49300,51400,76000,189766,1141000,24250,659000,264672,132500,97200,114000,17750,846970,59400,54300,93100,154500,12649,17450,20050,19200,48906,30300,24350,80600,71407,37950,46800,42050,,5100,297000,4600,28850,24950,108500,217000,13250,20900,21700,6100,151000,84400,24350,100500,21700,367500,5790,3320
2022-01-13,8780,15000,10750,8920,9670,26600,31550,54600,12200,46900,8120,65000,56300,216500,91600,26750,95300,31000,74300,44500,26250,62300,20600,84900,13600,39450,31300,40300,79000,43350,23650,23050,21650,29100,64000,32900,14900,210000,15350,541000,12600,23850,306500,81600,171500,67600,73000,35400,374000,43050,82600,262223,31450,22950,87900,29950,102500,551000,82200,175000,50900,8770,46150,28800,47750,24050,69000,4935,81452,6880,82900,33550,64099,32100,531000,36100,52100,247000,30650,77900,5660,153000,40200,112000,38450,17350,75100,57200,74600,148000,149000,27300,11800,116500,255000,211456,57000,146000,451500,139000,124000,86700,25550,40700,45850,247500,65600,755000,672000,352500,72000,129500,183000,29750,66502,25450,605000,54900,380000,76500,71000,319000,52500,206500,54600,162000,58800,97867,38950,273500,181600,92700,13800,145500,107000,64000,59022,25700,49773,42600,191500,113500,975000,128000,77200,348000,34850,153500,29600,56400,139000,48850,53700,78500,187839,1124000,24550,666000,263199,132000,96700,112500,17320,854876,58000,53200,92700,147000,12907,17900,19800,19450,49155,29150,24350,81100,74728,38800,47900,42250,,5350,291500,4470,29000,25250,105500,206000,13850,20700,21950,6090,155500,83700,24150,98900,22450,346500,5740,3360
